0,1.csv
0.915416579456592,0.9998473482827833,0.9999334504078631,0.9999334504078631,0.9999452100865329,0.9999452100865329,0.9999533737449999,0.9999911153018124,0.9999965254547635,0.999998651426274,0.999998981628812,0.9999993603338685,0.9999999973852403,0.999999999999999,1.0
0.8485590796825915,0.03604675231116807,0.023799802824247207,0.023799802824247207,0.021594788081802863,0.021594788081802863,0.019921105264645522,0.008696003132053261,0.0054381019480181465,0.0033879382387021722,0.0029440906461251862,0.0023333226932122204,0.00014918117091948667,9.098404063746462e-08,2.5956947942612632e-11
13,71,67,67,75,75,62,37,43,56,58,70,52,55,49
42.36124300956726,46.07149291038513,49.857168436050415,53.46009635925293,56.604748487472534,59.45556592941284,62.43052005767822,65.24438381195068,68.39650225639343,71.42269277572632,74.23602986335754,77.18561482429504,80.15570259094238,83.39417362213135,86.50660610198975
0,1,2,4,6,7,8,9,10,11,12,13,14
0.9239151422731814,0.9998378598179636,0.9999209711846442,0.9999307633536941,0.9999399202794522,0.9999922481600456,0.9999962831152316,0.9999986658779915,0.9999988810281546,0.9999993458627859,0.9999999972413639,0.999999999999999,1.0

1,10.csv
0.26116036089245465,0.9999451435505393,1.0
2.598304241990321,0.022356126748018644,1.5199114221515262e-15
7,20,49
41.47586965560913,45.68607497215271,49.320395708084106
0,1,2
0.2598856130158097,0.9999482034871059,1.0

71,Livermore-1.txt
0.94857020205793,0.999015972531108,0.9994035610341054,0.999874415775368,0.9999856638880383,0.9999856638880383,0.9999908138798704,0.9999908138798704,0.9999978876322235,0.999998338293595,0.9999990782418173,0.9999999781681346,0.9999999781681346,0.9999999832123663,0.9999999963629118,0.9999999992165798,0.9999999992165798,0.9999999999942298,0.9999999999942298,0.9999999999999215,1.0
1.3619410273642636,0.18483930282453648,0.143900831331568,0.06603042972746108,0.02230890709824578,0.02230890709824578,0.017857820273717295,0.017857820273717295,0.008563420265444856,0.0075952041160399384,0.005656799449515786,0.0008705778759489204,0.0008705778759489204,0.0007634084206518402,0.00035533592462415705,0.0001649147844658004,0.0001649147844658004,1.4153243188354169e-05,1.4153243188354169e-05,1.6507367293668013e-06,7.203392968007609e-15
5,25,78,79,87,87,66,66,81,93,82,59,59,58,63,95,95,75,75,73,89
